sphere,capacity_persphere_kg,capacity_per_sphere_t,maintenance_year,cleaning_year,vessel_maintenance_year,fuel_year,feed,labor,facility_lease,admin,op_costs,op_cost_per_t
1,144000,144,12500,5000,10000,25122.5,312480,1580000,150000,50000,2145102.5,14896.54514
