"","beta","alpha","gamma","W","c","v","r","k","sigma","spec","transformation"
"71",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,0.1,125901.881460022,0.201282685349239,20226,0.0000200307674145246,"c and v","0.1  and  125901.881460022"
"72",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,0.1,130398.377226452,0.201282685349239,20226,0.0000200307674145246,"c and v","0.1  and  130398.377226452"
"73",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,0.1,134894.872992881,0.201282685349239,20226,0.0000200307674145246,"c and v","0.1  and  134894.872992881"
"74",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,8992.99153285874,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  8992.99153285874"
"75",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,13489.4872992881,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  13489.4872992881"
"76",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,17985.9830657175,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  17985.9830657175"
"77",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,22482.4788321469,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  22482.4788321469"
"78",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,26978.9745985762,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  26978.9745985762"
"79",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,31475.4703650056,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  31475.4703650056"
"80",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,35971.966131435,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  35971.966131435"
"81",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,40468.4618978643,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  40468.4618978643"
"82",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,44964.9576642937,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  44964.9576642937"
"83",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,49461.4534307231,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  49461.4534307231"
"84",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,53957.9491971524,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  53957.9491971524"
"85",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,58454.4449635818,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  58454.4449635818"
"86",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,62950.9407300112,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  62950.9407300112"
"87",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,67447.4364964406,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  67447.4364964406"
"88",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,71943.9322628699,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  71943.9322628699"
"89",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,76440.4280292993,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  76440.4280292993"
"90",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,80936.9237957287,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  80936.9237957287"
"91",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,85433.419562158,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  85433.419562158"
"92",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,89929.9153285874,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  89929.9153285874"
"93",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,94426.4110950168,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  94426.4110950168"
"94",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,98922.9068614462,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  98922.9068614462"
"95",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,103419.402627876,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  103419.402627876"
"96",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,107915.898394305,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  107915.898394305"
"97",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,112412.394160734,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  112412.394160734"
"98",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,116908.889927164,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  116908.889927164"
"99",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,121405.385693593,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  121405.385693593"
"100",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,125901.881460022,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  125901.881460022"
"101",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,130398.377226452,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  130398.377226452"
"102",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,100.1,134894.872992881,0.201282685349239,20226,0.0000200307674145246,"c and v","100.1  and  134894.872992881"
"103",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,8992.99153285874,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  8992.99153285874"
"104",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,13489.4872992881,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  13489.4872992881"
"105",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,17985.9830657175,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  17985.9830657175"
"106",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,22482.4788321469,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  22482.4788321469"
"107",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,26978.9745985762,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  26978.9745985762"
"108",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,31475.4703650056,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  31475.4703650056"
"109",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,35971.966131435,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  35971.966131435"
"110",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,40468.4618978643,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  40468.4618978643"
"111",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,44964.9576642937,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  44964.9576642937"
"112",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,49461.4534307231,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  49461.4534307231"
"113",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,53957.9491971524,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  53957.9491971524"
"114",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,58454.4449635818,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  58454.4449635818"
"115",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,62950.9407300112,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  62950.9407300112"
"116",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,67447.4364964406,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  67447.4364964406"
"117",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,71943.9322628699,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  71943.9322628699"
"118",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,76440.4280292993,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  76440.4280292993"
"119",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,80936.9237957287,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  80936.9237957287"
"120",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,85433.419562158,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  85433.419562158"
"121",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,89929.9153285874,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  89929.9153285874"
"122",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,94426.4110950168,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  94426.4110950168"
"123",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,98922.9068614462,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  98922.9068614462"
"124",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,103419.402627876,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  103419.402627876"
"125",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,107915.898394305,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  107915.898394305"
"126",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,112412.394160734,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  112412.394160734"
"127",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,116908.889927164,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  116908.889927164"
"128",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,121405.385693593,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  121405.385693593"
"129",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,125901.881460022,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  125901.881460022"
"130",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,130398.377226452,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  130398.377226452"
"131",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,200.1,134894.872992881,0.201282685349239,20226,0.0000200307674145246,"c and v","200.1  and  134894.872992881"
"132",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,8992.99153285874,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  8992.99153285874"
"133",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,13489.4872992881,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  13489.4872992881"
"134",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,17985.9830657175,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  17985.9830657175"
"135",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,22482.4788321469,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  22482.4788321469"
"136",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,26978.9745985762,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  26978.9745985762"
"137",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,31475.4703650056,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  31475.4703650056"
"138",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,35971.966131435,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  35971.966131435"
"139",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,40468.4618978643,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  40468.4618978643"
"140",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,44964.9576642937,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  44964.9576642937"
"141",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,49461.4534307231,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  49461.4534307231"
"142",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,53957.9491971524,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  53957.9491971524"
"143",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,58454.4449635818,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  58454.4449635818"
"144",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,62950.9407300112,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  62950.9407300112"
"145",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,67447.4364964406,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  67447.4364964406"
"146",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,71943.9322628699,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  71943.9322628699"
"147",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,76440.4280292993,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  76440.4280292993"
"148",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,80936.9237957287,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  80936.9237957287"
"149",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,85433.419562158,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  85433.419562158"
"150",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,89929.9153285874,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  89929.9153285874"
"151",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,94426.4110950168,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  94426.4110950168"
"152",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,98922.9068614462,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  98922.9068614462"
"153",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,103419.402627876,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  103419.402627876"
"154",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,107915.898394305,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  107915.898394305"
"155",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,112412.394160734,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  112412.394160734"
"156",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,116908.889927164,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  116908.889927164"
"157",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,121405.385693593,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  121405.385693593"
"158",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,125901.881460022,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  125901.881460022"
"159",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,130398.377226452,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  130398.377226452"
"160",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,300.1,134894.872992881,0.201282685349239,20226,0.0000200307674145246,"c and v","300.1  and  134894.872992881"
"161",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,400.1,8992.99153285874,0.201282685349239,20226,0.0000200307674145246,"c and v","400.1  and  8992.99153285874"
"162",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,400.1,13489.4872992881,0.201282685349239,20226,0.0000200307674145246,"c and v","400.1  and  13489.4872992881"
"163",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,400.1,17985.9830657175,0.201282685349239,20226,0.0000200307674145246,"c and v","400.1  and  17985.9830657175"
"164",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,400.1,22482.4788321469,0.201282685349239,20226,0.0000200307674145246,"c and v","400.1  and  22482.4788321469"
"165",1563.75159261232,1625836.98199308,1407.37643335109,2.18368321924696,400.1,26978.9745985762,0.201282685349239,20226,0.0000200307674145246,"c and v","400.1  and  26978.9745985762"
