"W1","W2","AC","W_mid","baseline_choice"
11000,0.88195044999566,14386.6897279833,3.74653378332899,4
11400,0.777783783328993,14386.6897279833,3.74653378332899,4
11800,0.673617116662326,14386.6897279833,3.74653378332899,4
12200,0.56945044999566,14386.6897279833,3.74653378332899,4
12600,0.465283783328993,14386.6897279833,3.74653378332899,4
13000,0.361117116662326,14386.6897279833,3.74653378332899,4
13400,0.25695044999566,14386.6897279833,3.74653378332899,4
13800,0.152783783328993,14386.6897279833,3.74653378332899,4
14200,0.0486171166623265,14386.6897279833,3.74653378332899,4
