vesseldays_year,bribe_per_trip,cost_bribes,gear_confiscation_year,vessel_confiscation_year,convictions_year,gear_replacement,cost_gear_confiscations,vessel_replacement,cost_vessel_confiscations,fine,cost_fines_convictions,totoaba_year,total_cost,total_earnings,revenue
1920,30,57600,415.2727273,81.81818182,10.54545455,1600,664436.3636,15000,1227272.727,7425,78300,29680,2027609.091,476215600,474187990.9
