"","identifier","names","names_2","x","values","lag_sign","Stable","beta","alpha","gamma","W","W1","W2","c","v","r","k","interest_rate","sigma","spec","transformation","id_2"
"15",5,"ss_cournot_lq","ss_cournot_lq1",18197,0.0564331519418602,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,0,4.87049391832769,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W - quadratic","1.3",1
"16",6,"ss_bertrand_lq","ss_bertrand_lq1",17284.5,0.00269196517888304,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,0,5.61980067499348,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W - quadratic","1.5",1
"17",6,"ss_monop_lq","ss_monop_lq1",17293.5,0.0533381194615572,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,0,5.61980067499348,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W - quadratic","1.5",1
"18",6,"ss_cournot_lq","ss_cournot_lq1",18206.5,0.0194837535687498,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,0,5.61980067499348,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W - quadratic","1.5",1
"19",7,"ss_bertrand_lq","ss_bertrand_lq1",17278,0.0590285110192212,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,11386.0166449458,1.6,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","0.874999999999995  and  2.13333333333333",1
"20",7,"ss_monop_lq","ss_monop_lq1",17291.5,0.0658328109541912,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,11386.0166449458,1.6,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","0.874999999999995  and  2.13333333333333",1
"21",7,"ss_cournot_lq","ss_cournot_lq1",18228.5,0.0429886161974764,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,11386.0166449458,1.6,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","0.874999999999995  and  2.13333333333333",1
"22",8,"ss_bertrand_lq","ss_bertrand_lq1",17272.5,0.0358346635960061,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,11985.2806788904,1.3,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","0.921052631578949  and  1.73333333333333",1
"23",8,"ss_monop_lq","ss_monop_lq1",17289.5,0.0307139466791,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,11985.2806788904,1.3,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","0.921052631578949  and  1.73333333333333",1
"24",8,"ss_cournot_lq","ss_cournot_lq1",18228.5,0.0389724188436276,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,11985.2806788904,1.3,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","0.921052631578949  and  1.73333333333333",1
"25",9,"ss_bertrand_lq","ss_bertrand_lq1",17261,0.0143690841338184,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","1  and  1",1
"26",9,"ss_monop_lq","ss_monop_lq1",17286,0.0588090660431249,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","1  and  1",1
"27",9,"ss_cournot_lq","ss_cournot_lq1",18228,0.0268925246168692,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","1  and  1",1
"28",10,"ss_monop_lq","ss_monop_lq1",660,0.0686190636067749,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,14232.5208061823,0.1,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","1.09375  and  0.133333333333333",1
"29",10,"ss_monop_lq","ss_monop_lq2",2285.5,-0.0507211571821813,-2,"Unstable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,14232.5208061823,0.1,0,89929.9153285874,0.201282685349239,20226,0.1,0.0000200307674145246,"W1 and W2","1.09375  and  0.133333333333333",2
