"","identifier","names","names_2","x","values","lag_sign","Stable","beta","alpha","gamma","W","W1","W2","c","v","r","k","interest_rate","sigma","spec","transformation","id_2"
"202",59,"ss_monop_lq","ss_monop_lq1",17286.5,0.0669637389963214,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,200,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 1077.16 and v= 0",1
"203",59,"ss_bertrand_lq","ss_bertrand_lq1",17427.5,0.0256430726445274,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,200,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 1077.16 and v= 0",1
"204",59,"ss_cournot_lq","ss_cournot_lq1",18266,0.0333396628633409,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,200,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 1077.16 and v= 0",1
"205",60,"ss_monop_lq","ss_monop_lq1",17287,0.0432763283288295,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= Inf and v= 0.01",1
"206",60,"ss_bertrand_lq","ss_bertrand_lq1",17306,0.0226631118881073,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= Inf and v= 0.01",1
"207",60,"ss_cournot_lq","ss_cournot_lq1",18238.5,0.012191385562744,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= Inf and v= 0.01",1
"208",61,"ss_monop_lq","ss_monop_lq1",17287,0.0432763283288295,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 35921.97 and v= 0.01",1
"209",61,"ss_bertrand_lq","ss_bertrand_lq1",17347.5,0.0418349697441158,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 35921.97 and v= 0.01",1
"210",61,"ss_cournot_lq","ss_cournot_lq1",18248,0.0326935733300502,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 35921.97 and v= 0.01",1
"211",62,"ss_monop_lq","ss_monop_lq1",17287,0.0432763283288295,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 12570.19 and v= 0.01",1
"212",62,"ss_bertrand_lq","ss_bertrand_lq1",17388.5,0.0201869443052942,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 12570.19 and v= 0.01",1
"213",62,"ss_cournot_lq","ss_cournot_lq1",18257.5,0.0549680151109442,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 12570.19 and v= 0.01",1
"214",63,"ss_monop_lq","ss_monop_lq1",17287,0.0432763283288295,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 6732.24 and v= 0.01",1
"215",63,"ss_bertrand_lq","ss_bertrand_lq1",17429.5,0.0307222231210176,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 6732.24 and v= 0.01",1
"216",63,"ss_cournot_lq","ss_cournot_lq1",18267,0.0790147602209572,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,500,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 6732.24 and v= 0.01",1
"217",64,"ss_monop_lq","ss_monop_lq1",17287.5,0.0195938195417398,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 8083.69 and v= 0.01",1
"218",64,"ss_bertrand_lq","ss_bertrand_lq1",17308,0.0230899663122273,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 8083.69 and v= 0.01",1
"219",64,"ss_cournot_lq","ss_cournot_lq1",18239.5,0.0573259037108755,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 8083.69 and v= 0.01",1
"220",65,"ss_monop_lq","ss_monop_lq1",17287.5,0.0195938195417398,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 4789.6 and v= 0.01",1
"221",65,"ss_bertrand_lq","ss_bertrand_lq1",17349.5,0.0438504562608841,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 4789.6 and v= 0.01",1
"222",65,"ss_cournot_lq","ss_cournot_lq1",18249,0.0780148395433571,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 4789.6 and v= 0.01",1
"223",66,"ss_monop_lq","ss_monop_lq1",17287.5,0.0195938195417398,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 3142.55 and v= 0.01",1
"224",66,"ss_bertrand_lq","ss_bertrand_lq1",17390.5,0.0237722945812493,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 3142.55 and v= 0.01",1
"225",66,"ss_cournot_lq","ss_cournot_lq1",18258,0.0189492994545617,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 3142.55 and v= 0.01",1
"226",67,"ss_monop_lq","ss_monop_lq1",17287.5,0.0195938195417398,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 1077.16 and v= 0.01",1
"227",67,"ss_bertrand_lq","ss_bertrand_lq1",17431.5,0.0358780034682127,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 1077.16 and v= 0.01",1
"228",67,"ss_cournot_lq","ss_cournot_lq1",18267.5,0.0430891549013381,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,800,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 1077.16 and v= 0.01",1
"229",68,"ss_monop_lq","ss_monop_lq1",17288,0.0277632274934376,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= Inf and v= 0.01",1
"230",68,"ss_bertrand_lq","ss_bertrand_lq1",17309.5,0.047757757015404,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= Inf and v= 0.01",1
"231",68,"ss_cournot_lq","ss_cournot_lq1",18240,0.0603106236505369,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= Inf and v= 0.01",1
"232",69,"ss_monop_lq","ss_monop_lq1",17288,0.0277632274934376,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 35921.97 and v= 0.01",1
"233",69,"ss_bertrand_lq","ss_bertrand_lq1",17351,0.069711147485009,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 35921.97 and v= 0.01",1
"234",69,"ss_cournot_lq","ss_cournot_lq1",18249.5,0.0810928439262284,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 35921.97 and v= 0.01",1
"235",70,"ss_monop_lq","ss_monop_lq1",17288,0.0277632274934376,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 12570.19 and v= 0.02",1
"236",70,"ss_bertrand_lq","ss_bertrand_lq1",17392,0.0508117829968455,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 12570.19 and v= 0.02",1
"237",70,"ss_cournot_lq","ss_cournot_lq1",18258.5,0.0221156616329381,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 12570.19 and v= 0.02",1
"238",71,"ss_monop_lq","ss_monop_lq1",17288,0.0277632274934376,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 6732.24 and v= 0.02",1
"239",71,"ss_bertrand_lq","ss_bertrand_lq1",17433,0.0640967040263831,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 6732.24 and v= 0.02",1
"240",71,"ss_cournot_lq","ss_cournot_lq1",18268,0.0463488065792603,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1000,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 6732.24 and v= 0.02",1
"241",72,"ss_monop_lq","ss_monop_lq1",17289,0.012269763597601,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 8083.69 and v= 0.02",1
"242",72,"ss_bertrand_lq","ss_bertrand_lq1",17312.5,0.0000327512304920674,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 8083.69 and v= 0.02",1
"243",72,"ss_cournot_lq","ss_cournot_lq1",18241,0.0271149380099587,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,80936.9237957287,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 8083.69 and v= 0.02",1
"244",73,"ss_monop_lq","ss_monop_lq1",17289,0.012269763597601,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 4789.6 and v= 0.02",1
"245",73,"ss_bertrand_lq","ss_bertrand_lq1",17354,0.0243663596522765,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 4789.6 and v= 0.02",1
"246",73,"ss_cournot_lq","ss_cournot_lq1",18250.5,0.0480835480670976,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,71943.9322628699,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 4789.6 and v= 0.02",1
"247",74,"ss_monop_lq","ss_monop_lq1",17289,0.012269763597601,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 3142.55 and v= 0.02",1
"248",74,"ss_bertrand_lq","ss_bertrand_lq1",17395,0.00781911220082065,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 3142.55 and v= 0.02",1
"249",74,"ss_cournot_lq","ss_cournot_lq1",18260,0.0708244250585608,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,62950.9407300112,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 3142.55 and v= 0.02",1
"250",75,"ss_monop_lq","ss_monop_lq1",17289,0.012269763597601,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 1077.16 and v= 0.03",1
"251",75,"ss_bertrand_lq","ss_bertrand_lq1",17436,0.0234570179425191,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 1077.16 and v= 0.03",1
"252",75,"ss_cournot_lq","ss_cournot_lq1",18269,0.0137024573265307,2,"Stable",1563.75159261232,1625836.98199308,1354.24860441064,3.74653378332899,13012.5904513667,0.75,1500,53957.9491971524,0.201282685349239,20226,0.1,0.0000200307674145246,"v and c","c= 1077.16 and v= 0.03",1
