"","x","names","values","lag_sign","row_params_sensitivity"
"1",1657,"ss_bertrand_lq",-0.0315892263586193,-2,1
"2",17063.5,"ss_bertrand_lq",0.0167278478064645,2,1
"3",17187,"ss_bertrand",0.0658057825756941,2,1
"4",17229.5,"ss_monop_lq",0.0399284108348184,2,1
"5",17259,"ss_monop",0.0348960699549821,2,1
"6",18207.5,"ss_cournot_lq",0.0545763762362412,2,1
"7",18228,"ss_cournot",0.00920116949924932,2,1
"8",1659.5,"ss_bertrand_lq",-0.0316482298984511,-2,2
"9",17063,"ss_bertrand_lq",0.039526915253532,2,2
"10",17187,"ss_bertrand",0.0658057825756941,2,2
"11",17229.5,"ss_monop_lq",0.0523527528014256,2,2
"12",17259,"ss_monop",0.0348960699549821,2,2
"13",18211,"ss_cournot_lq",0.0343926769160703,2,2
"14",18228,"ss_cournot",0.00920116949924932,2,2
"15",1617.5,"ss_bertrand_lq",-0.0038739564869843,-2,3
"16",17086.5,"ss_bertrand_lq",0.0423673518766918,2,3
"17",17187,"ss_bertrand",0.0658057825756941,2,3
"18",17235.5,"ss_monop_lq",0.0263886147000676,2,3
"19",17259,"ss_monop",0.0348960699549821,2,3
"20",18221,"ss_cournot_lq",0.051379827350388,2,3
"21",18228,"ss_cournot",0.00920116949924932,2,3
"22",653.5,"ss_monop_lq",0.0666771227088674,2,4
"23",2338,"ss_monop_lq",-0.0264547787974152,-2,4
"24",17235.5,"ss_monop_lq",0.0357141048656331,2,4
"25",1584.5,"ss_bertrand_lq",-0.000761404244940422,-2,4
"26",17086.5,"ss_bertrand_lq",0.0561366381097059,2,4
"27",17187,"ss_bertrand",0.0658057825756941,2,4
"28",17259,"ss_monop",0.0348960699549821,2,4
"29",18224.5,"ss_cournot_lq",0.0203438797836384,2,4
"30",18228,"ss_cournot",0.00920116949924932,2,4
"31",2694.5,"ss_monop_lq",0.0644331295562779,2,5
"32",2695,"ss_monop_lq",-0.000171713618044578,-2,5
"33",17241.5,"ss_monop_lq",0.00195515692496429,2,5
"34",738,"ss_cournot_lq",0.0232515618096727,2,5
"35",1254,"ss_cournot_lq",-0.0116848530735183,-2,5
"36",18234.5,"ss_cournot_lq",0.0228435739551287,2,5
"37",17111.5,"ss_bertrand_lq",0.0412819742269903,2,5
"38",17187,"ss_bertrand",0.0658057825756941,2,5
"39",17259,"ss_monop",0.0348960699549821,2,5
"40",18228,"ss_cournot",0.00920116949924932,2,5
"41",1432,"ss_bertrand_lq",-0.0360142070523466,-2,6
"42",17464,"ss_bertrand_lq",0.0345069840259384,2,6
"43",17229.5,"ss_monop_lq",0.0399284108348184,2,6
"44",17259,"ss_monop",0.0348960699549821,2,6
"45",17564.5,"ss_bertrand",0.0650323777883841,2,6
"46",18277.5,"ss_cournot_lq",0.0757599122296142,2,6
"47",18297,"ss_cournot",0.0230370200417838,2,6
"48",1424,"ss_bertrand_lq",-0.0398907116787086,-2,7
"49",17468,"ss_bertrand_lq",0.00297620668686704,2,7
"50",17229.5,"ss_monop_lq",0.0523527528014256,2,7
"51",17259,"ss_monop",0.0348960699549821,2,7
"52",17564.5,"ss_bertrand",0.0650323777883841,2,7
"53",18281,"ss_cournot_lq",0.019833963691724,2,7
"54",18297,"ss_cournot",0.0230370200417838,2,7
"55",1372.5,"ss_bertrand_lq",-0.060410760790603,-2,8
"56",17494.5,"ss_bertrand_lq",0.015220667933022,2,8
"57",17235.5,"ss_monop_lq",0.0263886147000676,2,8
"58",17259,"ss_monop",0.0348960699549821,2,8
"59",17564.5,"ss_bertrand",0.0650323777883841,2,8
"60",18291,"ss_cournot_lq",0.0169772946494504,2,8
"61",18297,"ss_cournot",0.0230370200417838,2,8
"62",653.5,"ss_monop_lq",0.0666771227088674,2,9
"63",2338,"ss_monop_lq",-0.0264547787974152,-2,9
"64",17235.5,"ss_monop_lq",0.0357141048656331,2,9
"65",1291.5,"ss_bertrand_lq",-0.0354572330558369,-2,9
"66",17500,"ss_bertrand_lq",0.0707258156094213,2,9
"67",17259,"ss_monop",0.0348960699549821,2,9
"68",17564.5,"ss_bertrand",0.0650323777883841,2,9
"69",18295,"ss_cournot_lq",0.0315250998340844,2,9
"70",18297,"ss_cournot",0.0230370200417838,2,9
"71",2694.5,"ss_monop_lq",0.0644331295562779,2,10
"72",2695,"ss_monop_lq",-0.000171713618044578,-2,10
"73",17241.5,"ss_monop_lq",0.00195515692496429,2,10
"74",927.5,"ss_cournot_lq",0.00533547542789847,2,10
"75",994.5,"ss_cournot_lq",-0.00564467592329265,-2,10
"76",18305,"ss_cournot_lq",0.014123063130171,2,10
"77",17259,"ss_monop",0.0348960699549821,2,10
"78",17528,"ss_bertrand_lq",0.04174586673156,2,10
"79",17564.5,"ss_bertrand",0.0650323777883841,2,10
"80",18297,"ss_cournot",0.0230370200417838,2,10
"81",1443.5,"ss_bertrand_lq",-0.0558405185669244,-2,11
"82",17443.5,"ss_bertrand_lq",0.0464638704430627,2,11
"83",17229.5,"ss_monop_lq",0.0399284108348184,2,11
"84",17259,"ss_monop",0.0348960699549821,2,11
"85",17545,"ss_bertrand",0.0611377883425916,2,11
"86",18273.5,"ss_cournot_lq",0.0208294053668965,2,11
"87",18293.5,"ss_cournot",0.0415895343912212,2,11
"88",1436,"ss_bertrand_lq",-0.0710664697919015,-2,12
"89",17447.5,"ss_bertrand_lq",0.0496342475356073,2,12
"90",17229.5,"ss_monop_lq",0.0523527528014256,2,12
"91",17259,"ss_monop",0.0348960699549821,2,12
"92",17545,"ss_bertrand",0.0611377883425916,2,12
"93",18277.5,"ss_cournot_lq",0.0482401224867317,2,12
"94",18293.5,"ss_cournot",0.0415895343912212,2,12
"95",1384.5,"ss_bertrand_lq",-0.045527048179224,-2,13
"96",17473.5,"ss_bertrand_lq",0.00846432325545265,2,13
"97",17235.5,"ss_monop_lq",0.0263886147000676,2,13
"98",17259,"ss_monop",0.0348960699549821,2,13
"99",17545,"ss_bertrand",0.0611377883425916,2,13
"100",18287.5,"ss_cournot_lq",0.0464559527488291,2,13
"101",18293.5,"ss_cournot",0.0415895343912212,2,13
"102",653.5,"ss_monop_lq",0.0666771227088674,2,14
"103",2338,"ss_monop_lq",-0.0264547787974152,-2,14
"104",17235.5,"ss_monop_lq",0.0357141048656331,2,14
"105",1305.5,"ss_bertrand_lq",-0.063297693521065,-2,14
"106",17478.5,"ss_bertrand_lq",0.0266212018344731,2,14
"107",17259,"ss_monop",0.0348960699549821,2,14
"108",17545,"ss_bertrand",0.0611377883425916,2,14
"109",18291.5,"ss_cournot_lq",0.0628592867375914,2,14
"110",18293.5,"ss_cournot",0.0415895343912212,2,14
"111",2694.5,"ss_monop_lq",0.0644331295562779,2,15
"112",2695,"ss_monop_lq",-0.000171713618044578,-2,15
"113",17241.5,"ss_monop_lq",0.00195515692496429,2,15
"114",895.5,"ss_cournot_lq",0.00299532484007159,2,15
"115",1029.5,"ss_cournot_lq",-0.00223080947230869,-2,15
"116",18301.5,"ss_cournot_lq",0.0465389354301919,2,15
"117",17259,"ss_monop",0.0348960699549821,2,15
"118",17506.5,"ss_bertrand_lq",0.0191902538942372,2,15
"119",17545,"ss_bertrand",0.0611377883425916,2,15
"120",18293.5,"ss_cournot",0.0415895343912212,2,15
"121",1536,"ss_bertrand_lq",-0.0166765489370277,-2,16
"122",17277,"ss_bertrand_lq",0.0551185787296049,2,16
"123",17229.5,"ss_monop_lq",0.0399284108348184,2,16
"124",17259,"ss_monop",0.0348960699549821,2,16
"125",17387.5,"ss_bertrand",0.0371950648444681,2,16
"126",18244.5,"ss_cournot_lq",0.0795345364586524,2,16
"127",18264.5,"ss_cournot",0.0352612637516359,2,16
"128",1532.5,"ss_bertrand_lq",-0.0513428111765393,-2,17
"129",17279,"ss_bertrand_lq",0.0521359789332791,2,17
"130",17229.5,"ss_monop_lq",0.0523527528014256,2,17
"131",17259,"ss_monop",0.0348960699549821,2,17
"132",17387.5,"ss_bertrand",0.0371950648444681,2,17
"133",18248,"ss_cournot_lq",0.0404669206587869,2,17
"134",18264.5,"ss_cournot",0.0352612637516359,2,17
"135",1484.5,"ss_bertrand_lq",-0.0600230013241685,-2,18
"136",17304,"ss_bertrand_lq",0.0369286305939909,2,18
"137",17235.5,"ss_monop_lq",0.0263886147000676,2,18
"138",17259,"ss_monop",0.0348960699549821,2,18
"139",17387.5,"ss_bertrand",0.0371950648444681,2,18
"140",18258,"ss_cournot_lq",0.0469762670235809,2,18
"141",18264.5,"ss_cournot",0.0352612637516359,2,18
"142",653.5,"ss_monop_lq",0.0666771227088674,2,19
"143",2338,"ss_monop_lq",-0.0264547787974152,-2,19
"144",17235.5,"ss_monop_lq",0.0357141048656331,2,19
"145",1422,"ss_bertrand_lq",-0.0595267454224313,-2,19
"146",17307,"ss_bertrand_lq",0.0679120131990203,2,19
"147",17259,"ss_monop",0.0348960699549821,2,19
"148",17387.5,"ss_bertrand",0.0371950648444681,2,19
"149",18262,"ss_cournot_lq",0.0782113056642402,2,19
"150",18264.5,"ss_cournot",0.0352612637516359,2,19
"151",2694.5,"ss_monop_lq",0.0644331295562779,2,20
"152",2695,"ss_monop_lq",-0.000171713618044578,-2,20
"153",17241.5,"ss_monop_lq",0.00195515692496429,2,20
"154",799.5,"ss_cournot_lq",0.0354638970882775,2,20
"155",1155.5,"ss_cournot_lq",-0.00579884337670933,-2,20
"156",18272,"ss_cournot_lq",0.0702554234209742,2,20
"157",17259,"ss_monop",0.0348960699549821,2,20
"158",17333.5,"ss_bertrand_lq",0.0211958595754709,2,20
"159",17387.5,"ss_bertrand",0.0371950648444681,2,20
"160",18264.5,"ss_cournot",0.0352612637516359,2,20
"161",1560,"ss_bertrand_lq",-0.0569631099245385,-2,21
"162",17234.5,"ss_bertrand_lq",0.00996877309296451,2,21
"163",17229.5,"ss_monop_lq",0.0399284108348184,2,21
"164",17259,"ss_monop",0.0348960699549821,2,21
"165",17347.5,"ss_bertrand",0.00378803254807281,2,21
"166",18237,"ss_cournot_lq",0.0562015910750233,2,21
"167",18257.5,"ss_cournot",0.07691413619375,2,21
"168",1557,"ss_bertrand_lq",-0.00363261987683927,-2,22
"169",17236,"ss_bertrand_lq",0.00916982594969795,2,22
"170",17229.5,"ss_monop_lq",0.0523527528014256,2,22
"171",17259,"ss_monop",0.0348960699549821,2,22
"172",17347.5,"ss_bertrand",0.00378803254807281,2,22
"173",18240.5,"ss_cournot_lq",0.0208930997102357,2,22
"174",18257.5,"ss_cournot",0.07691413619375,2,22
"175",1510,"ss_bertrand_lq",-0.00631142871611701,-2,23
"176",17261,"ss_bertrand_lq",0.0386869217129515,2,23
"177",17235.5,"ss_monop_lq",0.0263886147000676,2,23
"178",17259,"ss_monop",0.0348960699549821,2,23
"179",17347.5,"ss_bertrand",0.00378803254807281,2,23
"180",18250.5,"ss_cournot_lq",0.0294630374417011,2,23
"181",18257.5,"ss_cournot",0.07691413619375,2,23
"182",653.5,"ss_monop_lq",0.0666771227088674,2,24
"183",2338,"ss_monop_lq",-0.0264547787974152,-2,24
"184",17235.5,"ss_monop_lq",0.0357141048656331,2,24
"185",1452.5,"ss_bertrand_lq",-0.00131542069624402,-2,24
"186",17263,"ss_bertrand_lq",0.00486254917137785,2,24
"187",17259,"ss_monop",0.0348960699549821,2,24
"188",17347.5,"ss_bertrand",0.00378803254807281,2,24
"189",18254.5,"ss_cournot_lq",0.0644177117656,2,24
"190",18257.5,"ss_cournot",0.07691413619375,2,24
"191",2694.5,"ss_monop_lq",0.0644331295562779,2,25
"192",2695,"ss_monop_lq",-0.000171713618044578,-2,25
"193",17241.5,"ss_monop_lq",0.00195515692496429,2,25
"194",784.5,"ss_cournot_lq",0.0130210041457417,2,25
"195",1178,"ss_cournot_lq",-0.0278853592317603,-2,25
"196",18264.5,"ss_cournot_lq",0.0585401334045059,2,25
"197",17259,"ss_monop",0.0348960699549821,2,25
"198",17289.5,"ss_bertrand_lq",0.00538455705532215,2,25
"199",17347.5,"ss_bertrand",0.00378803254807281,2,25
"200",18257.5,"ss_cournot",0.07691413619375,2,25
"201",1584,"ss_bertrand_lq",-0.0646770360856976,-2,26
"202",17192.5,"ss_bertrand_lq",0.069349279033986,2,26
"203",17229.5,"ss_monop_lq",0.0399284108348184,2,26
"204",17259,"ss_monop",0.0348960699549821,2,26
"205",17308,"ss_bertrand",0.0709620471255903,2,26
"206",18229.5,"ss_cournot_lq",0.0339581124634378,2,26
"207",18250,"ss_cournot",0.0380839999505724,2,26
"208",1582.5,"ss_bertrand_lq",-0.0564270686359123,-2,27
"209",17193,"ss_bertrand_lq",0.000513661548097843,2,27
"210",17229.5,"ss_monop_lq",0.0523527528014256,2,27
"211",17259,"ss_monop",0.0348960699549821,2,27
"212",17308,"ss_bertrand",0.0709620471255903,2,27
"213",18233,"ss_cournot_lq",0.00241583057146499,2,27
"214",18250,"ss_cournot",0.0380839999505724,2,27
"215",1536.5,"ss_bertrand_lq",-0.0383544125817821,-2,28
"216",17217.5,"ss_bertrand_lq",0.0036266465948529,2,28
"217",17235.5,"ss_monop_lq",0.0263886147000676,2,28
"218",17259,"ss_monop",0.0348960699549821,2,28
"219",17308,"ss_bertrand",0.0709620471255903,2,28
"220",18243,"ss_cournot_lq",0.013052647543816,2,28
"221",18250,"ss_cournot",0.0380839999505724,2,28
"222",653.5,"ss_monop_lq",0.0666771227088674,2,29
"223",2338,"ss_monop_lq",-0.0264547787974152,-2,29
"224",17235.5,"ss_monop_lq",0.0357141048656331,2,29
"225",1484.5,"ss_bertrand_lq",-0.0332843543082504,-2,29
"226",17219.5,"ss_bertrand_lq",0.0508392599383569,2,29
"227",17259,"ss_monop",0.0348960699549821,2,29
"228",17308,"ss_bertrand",0.0709620471255903,2,29
"229",18247,"ss_cournot_lq",0.0517341881722473,2,29
"230",18250,"ss_cournot",0.0380839999505724,2,29
"231",2694.5,"ss_monop_lq",0.0644331295562779,2,30
"232",2695,"ss_monop_lq",-0.000171713618044578,-2,30
"233",17241.5,"ss_monop_lq",0.00195515692496429,2,30
"234",771.5,"ss_cournot_lq",0.0321625826803142,2,30
"235",1198.5,"ss_cournot_lq",-0.0224410165940867,-2,30
"236",18257,"ss_cournot_lq",0.0479413072756074,2,30
"237",17245.5,"ss_bertrand_lq",0.02771224937635,2,30
"238",17259,"ss_monop",0.0348960699549821,2,30
"239",17308,"ss_bertrand",0.0709620471255903,2,30
"240",18250,"ss_cournot",0.0380839999505724,2,30
"241",1608,"ss_bertrand_lq",-0.0397131310213013,-2,31
"242",17149.5,"ss_bertrand_lq",0.0182149205800215,2,31
"243",17229.5,"ss_monop_lq",0.0399284108348184,2,31
"244",17259,"ss_monop",0.0348960699549821,2,31
"245",17267.5,"ss_bertrand",0.0175470382641265,2,31
"246",18222,"ss_cournot_lq",0.0128040468063659,2,31
"247",18242.5,"ss_cournot",0.000322915286631087,2,31
"248",1608,"ss_bertrand_lq",-0.0673810625975761,-2,32
"249",17150,"ss_bertrand_lq",0.0261427442288777,2,32
"250",17229.5,"ss_monop_lq",0.0523527528014256,2,32
"251",17259,"ss_monop",0.0348960699549821,2,32
"252",17267.5,"ss_bertrand",0.0175470382641265,2,32
"253",18226,"ss_cournot_lq",0.0660122830739738,2,32
"254",18242.5,"ss_cournot",0.000322915286631087,2,32
"255",1563,"ss_bertrand_lq",-0.0152029166773104,-2,33
"256",17174,"ss_bertrand_lq",0.00431514843262448,2,33
"257",17235.5,"ss_monop_lq",0.0263886147000676,2,33
"258",17259,"ss_monop",0.0348960699549821,2,33
"259",17267.5,"ss_bertrand",0.0175470382641265,2,33
"260",18236,"ss_cournot_lq",0.0788345661224525,2,33
"261",18242.5,"ss_cournot",0.000322915286631087,2,33
"262",653.5,"ss_monop_lq",0.0666771227088674,2,34
"263",2338,"ss_monop_lq",-0.0264547787974152,-2,34
"264",17235.5,"ss_monop_lq",0.0357141048656331,2,34
"265",1517,"ss_bertrand_lq",-0.0252362627518323,-2,34
"266",17175.5,"ss_bertrand_lq",0.062135670741668,2,34
"267",17259,"ss_monop",0.0348960699549821,2,34
"268",17267.5,"ss_bertrand",0.0175470382641265,2,34
"269",18239.5,"ss_cournot_lq",0.0401607189563151,2,34
"270",18242.5,"ss_cournot",0.000322915286631087,2,34
"271",2694.5,"ss_monop_lq",0.0644331295562779,2,35
"272",2695,"ss_monop_lq",-0.000171713618044578,-2,35
"273",17241.5,"ss_monop_lq",0.00195515692496429,2,35
"274",759.5,"ss_cournot_lq",0.0362988073703718,2,35
"275",1218,"ss_cournot_lq",-0.0266457149579651,-2,35
"276",18249.5,"ss_cournot_lq",0.0384589412119567,2,35
"277",17201,"ss_bertrand_lq",0.0167477069437609,2,35
"278",17259,"ss_monop",0.0348960699549821,2,35
"279",17267.5,"ss_bertrand",0.0175470382641265,2,35
"280",18242.5,"ss_cournot",0.000322915286631087,2,35
"281",1707,"ss_bertrand_lq",-0.0254459614586153,-2,36
"282",16976.5,"ss_bertrand_lq",0.0101159207911223,2,36
"283",17105,"ss_bertrand",0.00657201359831561,2,36
"284",17229.5,"ss_monop_lq",0.0399284108348184,2,36
"285",17259,"ss_monop",0.0348960699549821,2,36
"286",18192.5,"ss_cournot_lq",0.0197463388261099,2,36
"287",18213.5,"ss_cournot",0.022068785775275,2,36
"288",1712.5,"ss_bertrand_lq",-0.0260319371932951,-2,37
"289",16975,"ss_bertrand_lq",0.0540838014960627,2,37
"290",17105,"ss_bertrand",0.00657201359831561,2,37
"291",17229.5,"ss_monop_lq",0.0523527528014256,2,37
"292",17259,"ss_monop",0.0348960699549821,2,37
"293",18196,"ss_cournot_lq",0.00715862813768808,2,37
"294",18213.5,"ss_cournot",0.022068785775275,2,37
"295",1674,"ss_bertrand_lq",-0.0248596599615212,-2,38
"296",16997.5,"ss_bertrand_lq",0.0159279766962754,2,38
"297",17105,"ss_bertrand",0.00657201359831561,2,38
"298",17235.5,"ss_monop_lq",0.0263886147000676,2,38
"299",17259,"ss_monop",0.0348960699549821,2,38
"300",18206,"ss_cournot_lq",0.0283359834680823,2,38
"301",18213.5,"ss_cournot",0.022068785775275,2,38
"302",653.5,"ss_monop_lq",0.0666771227088674,2,39
"303",2338,"ss_monop_lq",-0.0264547787974152,-2,39
"304",17235.5,"ss_monop_lq",0.0357141048656331,2,39
"305",1656,"ss_bertrand_lq",-0.0184920903172952,-2,39
"306",16996.5,"ss_bertrand_lq",0.0640310664778099,2,39
"307",17105,"ss_bertrand",0.00657201359831561,2,39
"308",17259,"ss_monop",0.0348960699549821,2,39
"309",18209.5,"ss_cournot_lq",0.00496706616678466,2,39
"310",18213.5,"ss_cournot",0.022068785775275,2,39
"311",2694.5,"ss_monop_lq",0.0644331295562779,2,40
"312",2695,"ss_monop_lq",-0.000171713618044578,-2,40
"313",17241.5,"ss_monop_lq",0.00195515692496429,2,40
"314",719.5,"ss_cournot_lq",0.0488674972716581,2,40
"315",1287.5,"ss_cournot_lq",-0.00536526548793859,-2,40
"316",18219.5,"ss_cournot_lq",0.0116940009245923,2,40
"317",17020.5,"ss_bertrand_lq",0.0145985130945974,2,40
"318",17105,"ss_bertrand",0.00657201359831561,2,40
"319",17259,"ss_monop",0.0348960699549821,2,40
"320",18213.5,"ss_cournot",0.022068785775275,2,40
"321",1784,"ss_bertrand_lq",-0.0211594860455193,-2,41
"322",16844.5,"ss_bertrand_lq",0.0520658835911263,2,41
"323",16981.5,"ss_bertrand",0.0571147392956846,2,41
"324",17229.5,"ss_monop_lq",0.0399284108348184,2,41
"325",17259,"ss_monop",0.0348960699549821,2,41
"326",18170.5,"ss_cournot_lq",0.0561198124185012,2,41
"327",18191.5,"ss_cournot",0.00842687646996865,2,41
"328",1794.5,"ss_bertrand_lq",-0.0086682092397723,-2,42
"329",16840.5,"ss_bertrand_lq",0.00339239408299363,2,42
"330",16981.5,"ss_bertrand",0.0571147392956846,2,42
"331",17229.5,"ss_monop_lq",0.0523527528014256,2,42
"332",17259,"ss_monop",0.0348960699549821,2,42
"333",18174,"ss_cournot_lq",0.0549958512644935,2,42
"334",18191.5,"ss_cournot",0.00842687646996865,2,42
"335",1762,"ss_bertrand_lq",-0.0176701177540508,-2,43
"336",16862.5,"ss_bertrand_lq",0.0512229414243848,2,43
"337",16981.5,"ss_bertrand",0.0571147392956846,2,43
"338",17235.5,"ss_monop_lq",0.0263886147000676,2,43
"339",17259,"ss_monop",0.0348960699549821,2,43
"340",18183.5,"ss_cournot_lq",0.00204012852123014,2,43
"341",18191.5,"ss_cournot",0.00842687646996865,2,43
"342",653.5,"ss_monop_lq",0.0666771227088674,2,44
"343",2338,"ss_monop_lq",-0.0264547787974152,-2,44
"344",17235.5,"ss_monop_lq",0.0357141048656331,2,44
"345",1770.5,"ss_bertrand_lq",-0.0324453505699012,-2,44
"346",16859,"ss_bertrand_lq",0.0280519700926334,2,44
"347",16981.5,"ss_bertrand",0.0571147392956846,2,44
"348",17259,"ss_monop",0.0348960699549821,2,44
"349",18187.5,"ss_cournot_lq",0.0708200479272705,2,44
"350",18191.5,"ss_cournot",0.00842687646996865,2,44
"351",2694.5,"ss_monop_lq",0.0644331295562779,2,45
"352",2695,"ss_monop_lq",-0.000171713618044578,-2,45
"353",17241.5,"ss_monop_lq",0.00195515692496429,2,45
"354",695,"ss_cournot_lq",0.0390087520488578,2,45
"355",1334.5,"ss_cournot_lq",-0.0189598525274164,-2,45
"356",18197,"ss_cournot_lq",0.00334293812682063,2,45
"357",16882,"ss_bertrand_lq",0.00711038710915091,2,45
"358",16981.5,"ss_bertrand",0.0571147392956846,2,45
"359",17259,"ss_monop",0.0348960699549821,2,45
"360",18191.5,"ss_cournot",0.00842687646996865,2,45
"361",1921.5,"ss_bertrand_lq",-0.024032581255085,-2,46
"362",17229,"ss_bertrand_lq",0.0156135749333544,2,46
"363",17229.5,"ss_monop_lq",0.0399284108348184,2,46
"364",17229.5,"ss_cournot_lq",0.0177605599648132,2,46
"365",17259,"ss_monop",0.0348960699549821,2,46
"366",17259,"ss_cournot",0.0129090706309398,2,46
"367",17259,"ss_bertrand",0.0129110939137149,2,46
"368",2050.5,"ss_bertrand_lq",-0.0307222180176154,-2,47
"369",17229,"ss_bertrand_lq",0.010272376822968,2,47
"370",17229.5,"ss_monop_lq",0.0523527528014256,2,47
"371",17229.5,"ss_cournot_lq",0.0301179121369159,2,47
"372",17259,"ss_monop",0.0348960699549821,2,47
"373",17259,"ss_cournot",0.0129090706309398,2,47
"374",17259,"ss_bertrand",0.0129110939137149,2,47
"375",2187.5,"ss_bertrand_lq",-0.0128350006669393,-2,48
"376",17235.5,"ss_bertrand_lq",0.043976654772905,2,48
"377",17235.5,"ss_monop_lq",0.0263886147000676,2,48
"378",17235.5,"ss_cournot_lq",0.00409148469032061,2,48
"379",17259,"ss_monop",0.0348960699549821,2,48
"380",17259,"ss_cournot",0.0129090706309398,2,48
"381",17259,"ss_bertrand",0.0129110939137149,2,48
"382",653.5,"ss_monop_lq",0.0666771227088674,2,49
"383",2338,"ss_monop_lq",-0.0264547787974152,-2,49
"384",17235.5,"ss_monop_lq",0.0357141048656331,2,49
"385",653.5,"ss_cournot_lq",0.0590900583064666,2,49
"386",2338,"ss_cournot_lq",-0.0459094865331622,-2,49
"387",17235.5,"ss_cournot_lq",0.013349247563724,2,49
"388",2449.5,"ss_bertrand_lq",-0.0332212962579206,-2,49
"389",17235.5,"ss_bertrand_lq",0.0325870035187563,2,49
"390",17259,"ss_monop",0.0348960699549821,2,49
"391",17259,"ss_cournot",0.0129090706309398,2,49
"392",17259,"ss_bertrand",0.0129110939137149,2,49
"393",2695,"ss_bertrand_lq",-0.021621980312716,-2,50
"394",17242,"ss_bertrand_lq",0.0507013869521415,2,50
"395",2694.5,"ss_monop_lq",0.0644331295562779,2,50
"396",2695,"ss_monop_lq",-0.000171713618044578,-2,50
"397",17241.5,"ss_monop_lq",0.00195515692496429,2,50
"398",2694.5,"ss_cournot_lq",0.0420057315665758,2,50
"399",2695,"ss_cournot_lq",-0.0225991117525837,-2,50
"400",17242,"ss_cournot_lq",0.050695589525958,2,50
"401",17259,"ss_monop",0.0348960699549821,2,50
"402",17259,"ss_cournot",0.0129090706309398,2,50
"403",17259,"ss_bertrand",0.0129110939137149,2,50
"404",1907,"ss_bertrand_lq",-0.0212279975980323,-2,51
"405",17244.5,"ss_bertrand_lq",0.0593474544855894,2,51
"406",17229.5,"ss_monop_lq",0.0399284108348184,2,51
"407",17245,"ss_cournot_lq",0.0417801484879874,2,51
"408",17259,"ss_monop",0.0348960699549821,2,51
"409",17274.5,"ss_cournot",0.0710048322304715,2,51
"410",17274,"ss_bertrand",0.0192236324518831,2,51
"411",2034.5,"ss_bertrand_lq",-0.0488664610123237,-2,52
"412",17244.5,"ss_bertrand_lq",0.0463058896539223,2,52
"413",17229.5,"ss_monop_lq",0.0523527528014256,2,52
"414",17245,"ss_cournot_lq",0.0461748726766018,2,52
"415",17259,"ss_monop",0.0348960699549821,2,52
"416",17274.5,"ss_cournot",0.0710048322304715,2,52
"417",17274,"ss_bertrand",0.0192236324518831,2,52
"418",2170,"ss_bertrand_lq",-0.0186530804457448,-2,53
"419",17250.5,"ss_bertrand_lq",0.00421978898833686,2,53
"420",17235.5,"ss_monop_lq",0.0263886147000676,2,53
"421",17251,"ss_cournot_lq",0.015363409931922,2,53
"422",17259,"ss_monop",0.0348960699549821,2,53
"423",17274.5,"ss_cournot",0.0710048322304715,2,53
"424",17274,"ss_bertrand",0.0192236324518831,2,53
"425",653.5,"ss_monop_lq",0.0666771227088674,2,54
"426",2338,"ss_monop_lq",-0.0264547787974152,-2,54
"427",17235.5,"ss_monop_lq",0.0357141048656331,2,54
"428",658.5,"ss_cournot_lq",0.019839729042701,2,54
"429",2317,"ss_cournot_lq",-0.0224688050030863,-2,54
"430",17251,"ss_cournot_lq",0.0165788543772578,2,54
"431",2431.5,"ss_bertrand_lq",-0.0166830287853372,-2,54
"432",17251,"ss_bertrand_lq",0.0562832918500931,2,54
"433",17259,"ss_monop",0.0348960699549821,2,54
"434",17274.5,"ss_cournot",0.0710048322304715,2,54
"435",17274,"ss_bertrand",0.0192236324518831,2,54
"436",2694.5,"ss_monop_lq",0.0644331295562779,2,55
"437",2695,"ss_monop_lq",-0.000171713618044578,-2,55
"438",17241.5,"ss_monop_lq",0.00195515692496429,2,55
"439",2677.5,"ss_bertrand_lq",0.0483875582661994,2,55
"440",2678,"ss_bertrand_lq",-0.0162690223697837,-2,55
"441",17257.5,"ss_bertrand_lq",0.0698090276321182,2,55
"442",2678,"ss_cournot_lq",-0.0361123330816895,-2,55
"443",17257.5,"ss_cournot_lq",0.0492450543951577,2,55
"444",17259,"ss_monop",0.0348960699549821,2,55
"445",17274.5,"ss_cournot",0.0710048322304715,2,55
"446",17274,"ss_bertrand",0.0192236324518831,2,55
"447",1781,"ss_bertrand_lq",-0.0129352731788117,-2,56
"448",17376,"ss_bertrand_lq",0.0685929221891683,2,56
"449",17229.5,"ss_monop_lq",0.0399284108348184,2,56
"450",17259,"ss_monop",0.0348960699549821,2,56
"451",17392,"ss_cournot_lq",0.00528997131715414,2,56
"452",17403.5,"ss_bertrand",0.0000869498647944056,2,56
"453",17419.5,"ss_cournot",0.0558742805409338,2,56
"454",1892.5,"ss_bertrand_lq",-0.0464235207675756,-2,57
"455",17376.5,"ss_bertrand_lq",0.0615450925153027,2,57
"456",17229.5,"ss_monop_lq",0.0523527528014256,2,57
"457",17259,"ss_monop",0.0348960699549821,2,57
"458",17392.5,"ss_cournot_lq",0.0066169796331792,2,57
"459",17403.5,"ss_bertrand",0.0000869498647944056,2,57
"460",17419.5,"ss_cournot",0.0558742805409338,2,57
"461",2014,"ss_bertrand_lq",-0.00772846150522355,-2,58
"462",17383,"ss_bertrand_lq",0.045585550362091,2,58
